customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges_Monthly,account_Charges_Total,Cuentas_Diarias
5898-igslp,0.0,male,0,1,1,31,1,yes,fiber optic,yes,no,yes,yes,no,no,month-to-month,0,electronic check,89.3,2823.0,2.98
5899-mqzzl,1.0,female,0,0,0,13,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,mailed check,75.0,999.45,2.5
5899-ouvkv,0.0,male,0,0,0,31,1,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,1,electronic check,94.5,2979.2,3.15
5902-wblse,0.0,female,0,1,1,70,1,no,no,no,no,no,no,no,no,two year,1,credit card (automatic),20.15,1411.2,0.67
5906-bfozt,0.0,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.5,19.5,0.65
5906-cvlhp,1.0,female,0,1,1,45,1,no,dsl,no,yes,no,yes,no,no,one year,1,credit card (automatic),54.15,2319.8,1.8
5906-dvapm,0.0,female,0,1,1,55,1,yes,dsl,yes,yes,no,yes,yes,no,one year,1,credit card (automatic),75.0,4213.9,2.5
5908-qmgoe,1.0,male,1,0,0,15,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,credit card (automatic),74.2,1133.9,2.47
5909-echui,1.0,female,0,0,0,1,1,no,dsl,no,no,no,no,no,yes,month-to-month,1,electronic check,56.25,56.25,1.88
5913-inrqv,0.0,male,1,1,0,34,1,no,fiber optic,yes,no,no,yes,yes,no,one year,0,mailed check,90.15,3128.8,3.01
5914-dvbwj,1.0,female,1,0,0,18,1,yes,fiber optic,no,yes,no,yes,no,no,month-to-month,1,electronic check,85.45,1505.85,2.85
5914-gxmda,0.0,female,0,1,0,32,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.3,593.2,0.64
5914-xrfqb,0.0,male,0,1,0,72,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),115.8,8424.9,3.86
5915-anoei,0.0,male,0,1,0,70,1,yes,dsl,yes,yes,yes,yes,yes,no,two year,0,mailed check,79.15,5536.5,2.64
5915-dgnvc,0.0,female,0,1,0,49,1,yes,dsl,yes,yes,yes,no,no,yes,one year,0,electronic check,71.8,3472.05,2.39
5916-qewpt,0.0,female,0,1,0,2,1,no,dsl,no,no,yes,no,yes,yes,month-to-month,0,credit card (automatic),69.0,147.8,2.3
5917-hbsdw,0.0,female,0,1,1,37,1,no,no,no,no,no,no,no,no,month-to-month,0,electronic check,19.35,683.75,0.64
5917-ryrmg,0.0,male,1,0,0,32,1,no,no,no,no,no,no,no,no,one year,0,credit card (automatic),19.8,587.7,0.66
5918-vukwp,0.0,female,0,0,0,32,1,no,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),20.55,654.55,0.68
5919-tmrgd,1.0,female,0,0,1,1,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,79.35,79.35,2.64
5919-vczym,0.0,male,0,0,0,2,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.05,42.7,0.67
5921-ngyrh,0.0,male,0,1,0,64,1,no,fiber optic,yes,no,no,no,no,no,month-to-month,1,mailed check,73.55,4764.0,2.45
5922-abdvo,1.0,female,0,1,0,19,1,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,0,mailed check,89.65,1761.05,2.99
5923-gxuoc,1.0,male,0,0,0,10,1,no,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,1,electronic check,104.4,1081.45,3.48
5924-ifqtt,0.0,male,0,1,1,13,1,yes,dsl,no,yes,yes,yes,yes,no,month-to-month,1,electronic check,72.8,930.05,2.43
5924-sngkp,0.0,female,0,0,1,41,1,no,no,no,no,no,no,no,no,one year,1,credit card (automatic),20.25,865.0,0.68
5928-qldhb,0.0,male,0,0,0,9,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,76.25,684.85,2.54
5930-gbiwp,0.0,male,0,0,0,69,1,yes,dsl,yes,yes,yes,yes,no,yes,two year,1,credit card (automatic),81.5,5553.25,2.72
5931-fljjf,1.0,male,1,1,0,7,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,mailed check,70.1,467.55,2.34
5934-rmpov,0.0,female,0,0,1,22,1,yes,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,84.75,1816.75,2.82
5934-tssau,0.0,female,0,1,1,23,1,no,fiber optic,no,no,yes,no,no,no,month-to-month,1,credit card (automatic),75.3,1702.9,2.51
5935-fccnb,0.0,female,1,0,0,17,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,94.2,1608.15,3.14
5937-eorgb,0.0,male,1,1,0,15,1,yes,fiber optic,yes,no,yes,no,yes,no,month-to-month,1,electronic check,96.5,1392.25,3.22
5939-sxwhm,0.0,male,0,1,1,48,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),26.3,1245.05,0.88
5939-xaixz,0.0,female,0,0,0,19,1,yes,dsl,no,no,yes,no,no,no,month-to-month,1,mailed check,56.1,1033.9,1.87
5940-ahuhd,1.0,male,0,0,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,mailed check,70.6,70.6,2.35
5940-nfxkv,1.0,male,0,1,1,19,1,yes,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,83.65,1465.75,2.79
5944-ugllk,0.0,male,0,0,0,53,0,no,dsl,no,no,yes,yes,yes,yes,one year,0,credit card (automatic),54.9,3045.75,1.83
5945-azyht,0.0,male,0,1,0,71,1,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,1,electronic check,109.6,7854.15,3.65
5947-sgkcl,0.0,female,0,1,1,15,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,bank transfer (automatic),105.35,1559.25,3.51
5948-ujzlf,0.0,male,0,0,0,2,1,no,dsl,no,yes,no,no,no,no,month-to-month,0,mailed check,49.25,97.0,1.64
5949-ebsqk,1.0,male,0,1,1,4,1,no,dsl,no,no,no,yes,no,yes,month-to-month,0,credit card (automatic),61.45,229.55,2.05
5949-hgvjl,0.0,female,0,1,0,26,1,no,dsl,no,yes,no,yes,yes,yes,month-to-month,1,electronic check,73.05,1959.5,2.44
5949-xikae,1.0,female,0,1,1,8,1,no,fiber optic,no,yes,no,no,yes,no,month-to-month,1,electronic check,83.55,680.05,2.78
5950-aaagj,0.0,male,0,0,0,18,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,0,bank transfer (automatic),84.3,1537.9,2.81
5951-aofih,0.0,male,0,0,0,33,1,no,dsl,no,yes,yes,no,yes,no,month-to-month,1,credit card (automatic),66.4,2245.4,2.21
5954-bdfsg,0.0,female,0,0,0,72,1,yes,fiber optic,no,no,yes,yes,yes,yes,two year,1,credit card (automatic),107.5,7853.7,3.58
5955-epoaz,0.0,female,0,0,0,6,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,20.95,109.5,0.7
5955-erihd,1.0,male,0,1,0,18,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,94.7,1687.95,3.16
5956-vkdtt,1.0,female,1,1,0,5,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,74.35,334.8,2.48
5956-yhhrx,0.0,male,1,0,0,21,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,104.35,2271.85,3.48
5959-belxa,1.0,male,1,0,0,32,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,credit card (automatic),96.15,3019.25,3.2
5960-mvtuk,0.0,male,0,0,0,3,0,no,dsl,no,no,no,yes,no,no,month-to-month,1,electronic check,29.75,96.85,0.99
5960-wpxqm,1.0,male,0,0,0,1,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,79.05,79.05,2.64
5961-vusrv,0.0,female,0,0,0,12,1,no,no,no,no,no,no,no,no,one year,1,bank transfer (automatic),19.35,219.35,0.64
5965-ggprw,0.0,male,0,1,1,72,1,yes,fiber optic,yes,no,yes,no,yes,yes,two year,0,bank transfer (automatic),105.25,7609.75,3.51
5966-emazu,0.0,male,0,1,0,64,1,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,1,mailed check,108.5,6880.85,3.62
5968-hyjrz,0.0,male,0,1,1,47,1,yes,no,no,no,no,no,no,no,two year,0,mailed check,24.55,1160.45,0.82
5968-vxzlg,0.0,male,0,0,0,2,1,no,dsl,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),46.6,87.9,1.55
5968-xqive,0.0,male,0,1,1,72,1,yes,fiber optic,no,yes,no,no,yes,no,one year,1,electronic check,89.7,6588.95,2.99
5970-ghjaw,0.0,male,0,1,1,46,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),19.95,862.4,0.66
5973-ejgdp,0.0,male,0,0,0,51,1,yes,fiber optic,no,yes,yes,yes,no,no,month-to-month,1,electronic check,87.35,4473.0,2.91
5975-baicr,0.0,male,0,1,1,36,1,no,dsl,yes,no,yes,no,no,yes,one year,1,credit card (automatic),63.7,2188.5,2.12
5976-jcjrh,1.0,male,0,1,0,10,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,70.3,738.2,2.34
5977-ckhon,0.0,female,0,1,1,43,1,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,1,bank transfer (automatic),92.55,4039.0,3.08
5980-bdhpy,0.0,male,0,1,0,72,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),87.1,6230.1,2.9
5980-noplp,1.0,female,0,1,0,44,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,96.1,4364.1,3.2
5981-itemu,1.0,male,0,1,0,40,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,bank transfer (automatic),97.1,3706.95,3.24
5981-zvxot,0.0,female,1,0,0,35,1,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,1,electronic check,108.35,3726.15,3.61
5982-fpvqn,0.0,female,0,1,1,37,1,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,1,electronic check,95.15,3532.85,3.17
5982-psmkw,0.0,female,0,1,1,23,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,1,credit card (automatic),91.1,2198.3,3.04
5982-xmdex,0.0,female,0,0,0,65,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),26.5,1698.55,0.88
5985-behzk,0.0,female,1,1,0,72,1,yes,fiber optic,no,yes,yes,no,yes,yes,one year,0,credit card (automatic),105.0,7578.05,3.5
5985-tbabq,0.0,female,0,0,0,32,1,yes,dsl,yes,no,no,no,yes,yes,one year,0,mailed check,74.75,2282.95,2.49
5986-wwxdv,0.0,male,0,0,1,39,1,no,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),19.35,779.2,0.64
5989-axpuc,0.0,female,0,1,0,68,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,0,mailed check,118.6,7990.05,3.95
5989-omnje,0.0,female,0,1,1,24,0,no,dsl,yes,yes,yes,no,yes,yes,one year,0,electronic check,57.6,1367.75,1.92
5989-pgkjb,0.0,female,0,0,0,16,1,no,fiber optic,no,yes,no,no,no,yes,month-to-month,1,electronic check,86.25,1340.1,2.88
5993-bqhea,0.0,male,0,0,0,12,1,no,no,no,no,no,no,no,no,one year,0,credit card (automatic),20.05,267.0,0.67
5993-jsuwv,0.0,female,0,0,0,66,1,no,dsl,yes,yes,yes,no,no,no,two year,1,bank transfer (automatic),61.15,4017.45,2.04
5995-lftle,0.0,male,0,0,0,58,1,yes,no,no,no,no,no,no,no,two year,1,credit card (automatic),25.3,1474.35,0.84
5995-oiglp,1.0,male,0,0,0,12,1,no,dsl,yes,no,no,yes,no,no,month-to-month,0,mailed check,56.65,654.85,1.89
5995-snnew,0.0,male,1,1,0,23,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,104.45,2184.85,3.48
5995-wwkkg,0.0,female,0,0,0,37,1,no,no,no,no,no,no,no,no,one year,1,electronic check,19.8,695.05,0.66
5996-daoql,0.0,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,20.45,20.45,0.68
5996-ebtkm,0.0,female,0,1,1,67,1,yes,dsl,no,no,yes,yes,no,yes,two year,1,bank transfer (automatic),69.9,4615.9,2.33
5996-nrvxr,0.0,male,1,1,0,40,1,no,fiber optic,yes,yes,yes,yes,yes,no,one year,1,credit card (automatic),98.15,4116.8,3.27
5997-opvfa,0.0,male,0,1,0,72,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),89.05,6254.45,2.97
5998-dzlyr,0.0,female,0,1,0,61,1,yes,fiber optic,no,yes,no,yes,no,yes,two year,1,bank transfer (automatic),94.35,5703.0,3.14
5998-vvejy,1.0,male,0,0,0,26,1,yes,fiber optic,no,no,no,yes,no,no,month-to-month,1,electronic check,80.5,2088.8,2.68
5999-lcxao,0.0,female,0,0,0,1,0,no,dsl,yes,no,no,no,no,no,month-to-month,0,mailed check,29.9,29.9,1.0
6000-apylu,1.0,male,0,0,0,9,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,80.8,713.1,2.69
6000-uklwi,0.0,male,0,0,0,41,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.15,802.35,0.67
6005-obzph,1.0,female,1,0,0,26,1,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,1,electronic check,89.15,2277.65,2.97
6007-tctst,0.0,female,0,1,1,72,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),115.8,8476.5,3.86
6008-naixk,0.0,male,1,0,0,54,0,no,dsl,no,yes,yes,no,yes,yes,one year,1,electronic check,55.45,2966.95,1.85
6010-ddppw,0.0,male,0,1,0,70,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),25.15,1940.85,0.84
6013-bhcaw,0.0,male,0,1,1,61,1,yes,dsl,no,no,yes,yes,yes,yes,two year,1,bank transfer (automatic),81.0,4976.15,2.7
6015-vvhhe,1.0,female,1,0,0,5,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,credit card (automatic),83.15,446.05,2.77
6016-lvtjq,0.0,female,0,1,1,34,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.65,716.4,0.69
6016-nxbnj,0.0,male,0,0,0,35,1,no,no,no,no,no,no,no,no,one year,1,mailed check,19.15,638.0,0.64
6017-pplpx,1.0,male,0,1,1,20,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,70.45,1470.95,2.35
6022-kouqo,0.0,female,0,1,1,2,0,no,dsl,no,no,no,yes,no,no,month-to-month,0,bank transfer (automatic),29.05,44.75,0.97
6022-uggso,1.0,female,1,0,0,32,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,74.4,2276.95,2.48
6023-gssxw,0.0,female,0,1,0,69,1,no,dsl,no,yes,no,no,no,yes,two year,1,credit card (automatic),61.45,4131.2,2.05
6023-yebup,1.0,male,0,0,0,3,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,100.95,329.95,3.36
6024-ruggh,0.0,male,0,1,1,72,1,yes,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),25.2,1798.9,0.84
6029-csmje,0.0,male,0,0,0,17,0,no,dsl,no,no,no,no,no,no,month-to-month,1,mailed check,25.65,440.2,0.86
6029-wtipc,1.0,male,1,0,0,37,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,101.1,3744.05,3.37
6030-rehux,0.0,female,1,1,0,28,1,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,1,electronic check,110.85,3204.4,3.7
6032-igaln,1.0,female,0,0,0,1,0,no,dsl,no,no,no,no,no,no,month-to-month,1,mailed check,25.1,25.1,0.84
6032-krxxo,1.0,male,0,0,0,30,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,90.25,2755.35,3.01
6034-ymtob,0.0,female,0,0,0,5,1,no,fiber optic,no,no,no,yes,no,no,month-to-month,1,mailed check,75.65,399.45,2.52
6034-zrycv,1.0,female,0,1,0,72,0,no,dsl,no,yes,yes,no,yes,yes,two year,1,electronic check,54.2,3937.45,1.81
6035-bxtty,0.0,female,1,0,0,32,1,no,dsl,no,yes,no,yes,no,no,month-to-month,0,bank transfer (automatic),54.65,1830.1,1.82
6035-riiom,0.0,female,0,0,0,54,1,yes,fiber optic,no,yes,no,no,yes,yes,two year,1,bank transfer (automatic),97.2,5129.45,3.24
6036-ttfyu,0.0,female,0,1,0,16,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.6,314.45,0.65
6038-gcyec,1.0,female,0,0,0,24,0,no,dsl,no,yes,yes,no,yes,yes,month-to-month,1,credit card (automatic),54.15,1240.25,1.8
6040-cgacy,0.0,female,0,0,0,15,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.6,299.4,0.65
6047-suhpr,0.0,male,0,1,1,39,1,no,dsl,yes,yes,yes,no,no,no,one year,0,electronic check,59.8,2343.85,1.99
6047-yhpvi,1.0,male,0,0,0,5,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,69.7,316.9,2.32
6048-njxhx,0.0,male,0,1,0,41,1,no,no,no,no,no,no,no,no,two year,1,electronic check,19.75,899.45,0.66
6048-qbxkl,0.0,female,1,0,0,2,1,yes,dsl,no,yes,no,no,no,no,month-to-month,1,credit card (automatic),56.55,118.25,1.88
6048-uwkal,0.0,female,1,1,0,69,1,yes,fiber optic,no,yes,no,yes,yes,yes,two year,0,credit card (automatic),105.4,6998.95,3.51
6050-ffxes,0.0,female,0,1,0,69,1,yes,fiber optic,no,no,yes,yes,yes,yes,two year,0,bank transfer (automatic),105.35,7240.65,3.51
6050-ijrhs,0.0,female,0,1,1,70,1,yes,fiber optic,no,yes,yes,no,yes,yes,one year,1,electronic check,106.5,7397.0,3.55
6051-ptvns,0.0,female,0,1,1,55,1,no,no,no,no,no,no,no,no,one year,0,credit card (automatic),19.15,998.1,0.64
6060-drtnl,1.0,female,1,0,0,5,1,no,fiber optic,no,no,yes,no,yes,no,month-to-month,1,mailed check,84.85,415.55,2.83
6060-qbmgv,0.0,male,0,1,0,70,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),19.85,1433.8,0.66
6061-gwwav,0.0,male,0,0,1,41,1,no,dsl,yes,yes,yes,no,yes,no,one year,0,mailed check,70.2,2894.55,2.34
6061-pqhmk,0.0,female,0,0,0,25,1,no,no,no,no,no,no,no,no,one year,0,credit card (automatic),19.9,527.5,0.66
6064-pupmc,0.0,male,0,1,1,23,1,no,dsl,yes,no,no,yes,no,no,one year,0,credit card (automatic),57.2,1423.35,1.91
6064-zatlr,0.0,female,0,0,0,27,1,no,dsl,yes,yes,no,no,no,no,two year,0,bank transfer (automatic),52.85,1498.65,1.76
6067-ngceu,0.0,female,0,0,0,65,1,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,1,credit card (automatic),111.05,7107.0,3.7
6072-nuqcb,0.0,male,0,1,1,22,1,no,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),20.25,488.25,0.68
6075-qmnrr,0.0,female,0,0,0,52,1,no,dsl,yes,no,no,no,no,no,month-to-month,1,bank transfer (automatic),49.75,2535.55,1.66
6075-slnil,0.0,male,0,0,0,38,1,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,1,credit card (automatic),95.1,3691.2,3.17
6077-bdpxa,0.0,female,0,0,0,3,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,70.15,194.2,2.34
6078-vesfr,0.0,male,1,1,0,13,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),70.45,849.1,2.35
6080-lnesi,0.0,male,0,0,0,51,1,yes,no,no,no,no,no,no,no,two year,0,mailed check,24.75,1234.6,0.82
6080-tcmyc,0.0,male,0,1,1,40,1,yes,fiber optic,no,no,yes,no,no,no,month-to-month,1,electronic check,81.2,3292.3,2.71
6082-gljix,0.0,male,0,0,0,18,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.25,331.35,0.64
6082-oqfba,0.0,male,0,1,1,23,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.65,436.9,0.65
6086-esgrl,1.0,female,0,0,0,1,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,0,credit card (automatic),80.15,80.15,2.67
6087-mvhjh,1.0,female,0,0,0,16,1,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,1,electronic check,88.45,1422.1,2.95
6087-ypwho,0.0,male,0,1,0,72,1,yes,dsl,yes,yes,yes,yes,no,no,two year,0,mailed check,68.15,4808.7,2.27
6088-bxmrg,0.0,female,0,1,1,32,1,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,1,electronic check,98.85,3089.6,3.3
6092-qzvpp,0.0,male,0,0,0,36,1,no,dsl,yes,no,yes,yes,yes,yes,month-to-month,1,credit card (automatic),79.2,2854.95,2.64
6094-zivkx,0.0,female,0,0,0,68,1,no,dsl,yes,no,yes,no,no,no,one year,1,credit card (automatic),54.45,3674.95,1.82
6096-egvtu,0.0,female,0,1,1,64,1,yes,no,no,no,no,no,no,no,one year,0,mailed check,24.9,1595.5,0.83
6097-eqisj,1.0,female,0,1,1,66,1,yes,fiber optic,no,yes,yes,no,yes,yes,one year,1,credit card (automatic),102.45,6615.15,3.42
6100-fjzdg,0.0,male,0,1,1,26,1,no,no,no,no,no,no,no,no,one year,1,bank transfer (automatic),20.05,505.9,0.67
6100-qqheb,1.0,male,0,1,1,17,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,92.55,1515.1,3.08
6101-imrmm,1.0,male,0,0,1,6,1,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,0,mailed check,94.5,575.45,3.15
6103-bocou,0.0,female,0,0,0,26,1,yes,fiber optic,no,no,yes,no,no,no,month-to-month,1,electronic check,80.7,2193.0,2.69
6103-lianb,0.0,male,0,1,1,59,1,yes,fiber optic,no,no,yes,no,yes,yes,two year,1,credit card (automatic),99.5,5861.75,3.32
6103-qckfx,0.0,female,0,1,1,44,1,no,dsl,yes,no,no,yes,no,no,month-to-month,0,bank transfer (automatic),56.25,2419.55,1.88
6108-oqzdq,1.0,female,0,1,1,4,1,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,1,electronic check,97.95,384.5,3.26
6110-ohihy,1.0,male,0,0,0,3,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,0,electronic check,79.25,267.6,2.64
6112-kthfq,0.0,female,0,0,0,13,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.3,279.3,0.64
6114-tcfid,0.0,female,0,0,0,29,0,no,dsl,yes,yes,no,yes,no,no,one year,0,credit card (automatic),39.5,1082.75,1.32
6115-ztbfq,0.0,female,0,1,0,72,0,no,dsl,yes,yes,yes,yes,yes,yes,two year,0,bank transfer (automatic),65.5,4919.7,2.18
6116-rfvhn,0.0,female,0,1,0,34,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,100.45,3414.65,3.35
6119-spudb,0.0,male,0,0,0,46,0,no,dsl,yes,no,yes,yes,no,no,two year,0,mailed check,38.25,1755.35,1.27
6120-rjklu,0.0,female,1,1,0,62,1,no,dsl,yes,no,yes,yes,yes,yes,two year,1,credit card (automatic),79.95,4819.75,2.66
6121-tnhbo,0.0,female,1,0,0,63,1,yes,dsl,yes,yes,yes,yes,yes,no,one year,0,bank transfer (automatic),83.0,5243.05,2.77
6121-vznqb,1.0,female,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.1,19.1,0.64
6122-efvkn,0.0,male,0,0,1,24,0,no,dsl,yes,no,no,yes,no,no,two year,0,mailed check,35.75,830.8,1.19
6122-ljada,0.0,male,0,1,1,70,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,1,credit card (automatic),90.15,6237.05,3.01
6124-acrhj,0.0,female,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.75,19.75,0.66
6127-isgtu,1.0,female,0,1,0,16,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,84.95,1378.25,2.83
6127-iyjoz,0.0,male,1,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,1,mailed check,45.85,45.85,1.53
6128-aqbmt,0.0,male,1,1,0,41,0,no,dsl,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,53.95,2215.4,1.8
6128-czomy,1.0,female,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,45.65,45.65,1.52
6128-dafvy,0.0,female,0,0,0,56,0,no,dsl,no,no,no,no,yes,yes,month-to-month,1,credit card (automatic),44.85,2564.95,1.5
6131-foyas,0.0,male,0,0,0,35,1,yes,dsl,yes,no,yes,no,no,no,month-to-month,1,electronic check,59.6,2094.9,1.99
6131-iunxn,0.0,female,0,1,1,19,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.2,382.2,0.67
6131-jlwzm,0.0,female,0,0,0,13,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,20.3,275.4,0.68
6133-ozile,0.0,female,0,0,0,18,0,no,dsl,no,no,yes,yes,no,no,month-to-month,1,electronic check,35.2,607.3,1.17
6134-kwtbv,0.0,male,0,0,0,62,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),23.4,1429.65,0.78
6135-ozqva,0.0,female,0,0,0,7,1,yes,dsl,yes,no,no,no,no,no,month-to-month,1,electronic check,53.65,404.35,1.79
6137-mfajn,0.0,female,0,0,0,48,0,no,dsl,yes,yes,no,no,yes,no,month-to-month,1,electronic check,44.8,2104.55,1.49
6137-nicco,0.0,female,0,1,1,6,1,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,1,mailed check,94.05,518.75,3.14
6139-zzrbq,0.0,male,1,0,0,64,1,no,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),20.05,1198.05,0.67
6140-qnrqq,1.0,male,0,0,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,mailed check,71.55,71.55,2.38
6141-ooxuq,1.0,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.65,19.65,0.65
6142-vsjqo,1.0,female,0,1,1,1,1,no,dsl,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),44.35,44.35,1.48
6143-jqkea,0.0,male,0,0,0,10,1,no,dsl,no,no,no,no,no,no,month-to-month,1,credit card (automatic),45.8,436.2,1.53
6145-nnpno,0.0,female,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),44.15,44.15,1.47
6147-cbcra,0.0,female,0,1,0,33,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.05,669.45,0.67
6152-onasv,0.0,female,0,1,0,68,1,yes,dsl,yes,no,no,yes,no,no,one year,0,bank transfer (automatic),58.25,3975.7,1.94
6156-uzdlf,0.0,female,0,0,0,26,1,no,fiber optic,yes,no,yes,yes,no,no,one year,1,credit card (automatic),87.15,2274.1,2.9
6158-dwpzt,1.0,male,0,1,0,9,0,no,dsl,no,no,no,no,no,no,one year,0,bank transfer (automatic),24.1,259.8,0.8
6158-hdpxz,0.0,male,0,0,0,1,0,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed check,25.35,25.35,0.85
